IsStance,marker,sentence
,significant,"Sustainability Context The Report included coverage of material aspects and boundaries, to reflect significant economic, environmental and social impacts and enable stakeholders to assess the organization s performance in the reporting period."
,committed,"Through promoting digital inclusiveness, adhering to green development principles, and fostering a mutually beneficial value ecosystem, we are committed to bringing more happiness and beauty to the world."
,committed,"Green is an everlasting journey, and vivo is committed to using technology to achieve excellence, transforming our responsibilities into business opportunities, and driving more sustainable operations through innovation."
,committed,"We are committed to implementing generative large models at the edge, continuously expanding capabilities of mobile imaging, defining an All Big Core for chips, and engaging in setting standards in communication fields such as emergency positioning services and network protection."
,committed,"Sustainability Strategy vivo is committed to the vision of Healthier and More Sustainable development, embracing long-termism, engaging in sustainable development practices, and collaborating with various parties to create sustainable value for society."
,committed,"17 Unleashing the Power of Innovation vivo has always been committed to user-oriented innovation, with design and technology at the heart of our advancements."
,committed,"Battery Use Safety We are committed to enhancing the innovative safety design of our products and encouraging users to actively manage their battery health, ensuring that consumers can use our products safely, correctly, and with peace of mind."
,committed,"Our dedicated customer service teams are committed to promptly addressing user needs and providing timely feedback, ensuring 100 closed-loop management of customer feedback."
,committed,"35 Diversified Attentive Service vivo is committed to optimizing its domestic and international service processes, enhancing the quality and efficiency of after-sales services to improve user experience."
,committed,"vivo is committed to turning recyclable waste into valuable production resources, thereby reducing material consumption."
,committed,"Material Recycling vivo is committed to exploring and implementing lightweight and material reduction solutions by optimizing the design of both internal and external structures of our mobile devices, thereby reducing the consumption of environmental resources."
,committed,"45 Pollution Prevention and Control Although the pollution emissions from vivo's production and operations have minimal impact on the environment, we remain committed to high standards of pollution prevention and control."
,committed,"Through scientific carbon and energy management, we are committed to reducing our carbon footprint and driving low-carbon social development."
,committed,Utilization of external resources We are committed to advancing external cooperation in various technical fields and contributing to the progress of the P 2 plan.
,committed,vivo is committed to cultivating and training talented individuals.
,committed,Radiation Safety vivo is committed to advancing the radiation safety industry through active participation in the development and review of both domestic and international standards.
,committed,"67 Upholding the concept of shoring up a bright responsible future, vivo is committed to delivering sustainable value for society with strong enthusiasm."
,committed,69 Feedback Form Sustainability Report Appendix Community Responsibility Value Creation Green Symbiosis Technology Sharing Sustainability Governance Responsibility Message About the Report About vivo Security Technology Upgrade vivo stays committed to upgrading its information security protection technology.
,committed,"We are committed to standardizing our integrity system, improving integrity mechanisms, and normalizing and diversifying integrity education, thereby fostering a corporate culture of integrity and honesty."
,committed,"vivo has long been committed to using technology to advance aesthetic education in China, allowing every child to discover, experience, and create beauty."
,committed,We are committed to environmental protection through concrete actions aimed at maintaining ecological balance.
,committed,Community Donation vivo is committed to promoting community development in the areas where it operates and actively fulfills its social responsibility commitments.
,knowledge,"vivo is dedicated to ensuring that everyone, regardless of their financial means, skill level, or knowledge, can benefit from technological progress and achieve what was once thought impossible."
,knowledge,We have also conducted product knowledge and service training for agents to better ensure the quality of service.
,knowledge,"In the industrial park, we implement a green office strategy, promoting EHS-related knowledge to employees through channels such as the V Message WeChat official account to enhance environmental awareness."
,knowledge,"Career Promotion Channels Training Course Targeted Audience Training Form Training Position Efficacy Onboarding training General vocational ability training Professional technical training Leadership training Special supportNew employees from campus and social recruitment All employees All employees Management Boot camps; five types of courses include culture, team, system, business, and workplace; and three types of activities include camp, class, and team Open courses, audio courses, and learning communities Specialized online training, project management learning camps, project manager boot camps, innovative courses by experts, communication and sharing NMP (New Manager Program) and online learning camps Special training for product managers (of mobile phones IOT Internet, etc.); TMT MMT training; expert sharing sessions; design thinking rotating trainingTo help them quickly fit in with the corporate culture and improve their job competency To enhance employees' professional capacity and general knowledge and comprehensively improve their overall capabilities such as growth, action, communication, thinking and collaboration To help employees gain professional knowledge and skills needed for their roles To help managers adapt to changing market conditions and business challenges To enhance specialized skills and awareness for key positions and expand interdisciplinary understanding and communicationTo ensure fair and equitable performance appraisals, we have established a sound performance evaluation system with standardized criteria."
,knowledge,"These efforts facilitate the integration of knowledge and application, promoting a positive cycle of collaboration between industry, academia, research, and practical application."
,knowledge,"This event aimed to nurture talent with OS knowledge and skills, build an open platform for high-caliber OS technicians to exchange, display their talent, and collaborate, and boost the global open source ecology."
,knowledge,"The related courses were also released on social media platforms like Weibo, WeChat, and short video platforms with over 2. 15 million views, effectively promoting field survival knowledge and skills to the general public."
,knowledge,"The assurance team was assembled based on their knowledge, experience and qualifications for this assignment."
,interests,"Age labeling Every available game's age rating is clearly displayed on the game details page, helping guardians select suitable games and protecting the rights and interests of underage users."
,interests,"Cybersecurity and Privacy Protection vivo is dedicated to developing safe and reliable digital products and services, with the goal of creating a secure digital environment and safeguarding consumers' fundamental rights and interests."
,interests,"By integrating the humanistic philosophies of diversity, equality and inclusion into the Company's daily management and operations, we respect and safeguard the legitimate rights and interests of all employees to create impartial and equal employment conditions."
,interests,"We prioritize the confidentiality of whistleblowers' information, ensure a balanced gender ratio among investigators, and conduct fair and impartial investigations to protect employees' rights and interests."
,interests,Investigation and handling We conduct thorough investigations into all corrupt practices while protecting the legitimate rights and interests of employees.
,important,"The information and data in this Report cover the concepts, important progress, management practices, etc, of vivo Mobile Communication Co., Ltd and its subsidiaries1 from January 1, 2023 to December 31, 2023."
,important,13 We identified 22 issues in 4 dimensions from sources that include Guidelines and standard requirements for sustainability reporting; Corporate sustainable development status assessment and maturity analysis; Peer benchmarking analysis; Key concerns of important stakeholders.
,important,"16 Innovation in digital technologies such as artificial intelligence, Internet of Things (IoT), cloud computing and 5G are blooming, which has become an important force in driving changes in people s lives."
,important,Feedback Form Sustainability Report Appendix Community Responsibility Value Creation Green Symbiosis Technology Sharing Sustainability Governance Responsibility Message About the Report About vivo Industrial Co-Prosperity vivo believes in collaborating for sustained development and that open cooperation and reciprocal sharing between corporations are important drivers for the development of the industry.
,important,"Collaborating with industry partners, we have contributed to the development of several important standards, including the General Specification for Minors Protection of Smart Mobile Terminal, the Technical Requirements for the Minor Mode of Mobile Internet Applications, the Assessment Methods for the Minor Mode of Mobile Internet Applications, the Technical Requirements for the Protection of Minors in Mobile Internet Applications and Application Distribution Platforms, and the Technical Requirements for Software for the Protection of Minors in Cyberspace."
,important,"In 2023, we conducted four internal team confrontation exercises, conducting lateral penetration tests for key special services, important centralized operations and maintenance, the SSO system, and more."
,important,Name Work Unit Position Tel EmailFeedback Form for vivo Holdings Limited Sustainability Report 2023 Your comments on this Report (please tick where appropriate) Very good Good Average Needs improvement Do you think this Report has highlighted the important information about vivo in terms of sustainable development?
,good,"12 Stakeholders Customers and consumersRegulators and industry organizationsBusiness partners Employees Shareholder Communities and the public Main focus Main communication methodsProduct innovation and inclusion Product quality and safety Project lifecycle management User privacy protection High-quality customer serviceLegally compliant operation Contribution to industry development Creating social value Response to climate changeFair trade and contract performance in good faith Resource sharing and win-win cooperation Training empowerment Honest and transparent procurementGood working environment Remuneration, benefits, and incentives Career development and self-fulfillment Work-life balanceStable operation and management Company governance Financial performancePromoting the development of community utilities Public charity Protecting the ecological environment Transparent information communication and sharing Business meetings Partner exchange meetings Daily phone and email communication Information collaboration platformVarious daily employee communication channels Employee satisfaction survey Democratic management mechanism Enterprise open dayCompany annual report and results announcement Tele-phone calls, in-person meeting and on-site visitCompany news and media reports Public welfare programs On-site communicationBusiness meetings Product exhibitions and publicity materials Pre-sales communication and after-sales service New social mediaPolicy document study Government communication meetings at all levels Industry conferences and forums Academic research and standard formulation Project cooperation Reception of various visitsStakeholder Communication vivo values effective communication with stakeholders."
,good,"Child Care By connecting children s vivo mobile phones with their guardians devices, Child Care ensures a healthy and safe mobile phone environment for children while fostering good device usage habits."
,good,"In 2023, vivo conducted a 3S (Say, Stay, Strive) model engagement survey and a 4C (good return, good development, good company, good atmosphere) model satisfaction survey for all employees."
,good,"These sessions guide employees in coping with stress and challenges, establishing a healthy and positive lifestyle, alleviating psychological pressure, and maintaining good working conditions."
,good,The colorful parent-child interactive activities allowed all participants to enjoy good company in a relaxed and pleasant atmosphere.
,good,Name Work Unit Position Tel EmailFeedback Form for vivo Holdings Limited Sustainability Report 2023 Your comments on this Report (please tick where appropriate) Very good Good Average Needs improvement Do you think this Report has highlighted the important information about vivo in terms of sustainable development?
,dedicated,"At vivo, we are dedicated to creating exceptional products for over 500 million users, enhancing the lives of tens of thousands of employees and their families, driving progress across the industrial chain, and delivering fair returns to our shareholders."
,dedicated,"vivo is dedicated to ensuring that everyone, regardless of their financial means, skill level, or knowledge, can benefit from technological progress and achieve what was once thought impossible."
,dedicated,"As an enterprise that aspires to bring better lives for people with technology, vivo is dedicated to creating a fairer digital world through technological innovation that brings meaningful changes to people s lives."
,dedicated,vivo TWS 3 Pro is equipped with a high-precision dedicated temperature sensor that supports contactless temperature monitoring.
,dedicated,"Cybersecurity and Privacy Protection vivo is dedicated to developing safe and reliable digital products and services, with the goal of creating a secure digital environment and safeguarding consumers' fundamental rights and interests."
,dedicated,vivo is dedicated to improving our security governance and product security quality by adopting industry best practices and authoritative standards.
,dedicated,"Our dedicated customer service teams are committed to promptly addressing user needs and providing timely feedback, ensuring 100 closed-loop management of customer feedback."
,dedicated,"The scope of silicone leather application iQOO 10 Pro Legend (2022) iQOO 11, iQOO 11 Pro, Fold3 (2023)2022 2023 1 styles 3 styles Feedback Form Sustainability Report Appendix Community Responsibility Value Creation Green Symbiosis Technology Sharing Sustainability Governance Responsibility Message About the Report About vivo Sustainable Design for Extending Product Life vivo remains dedicated to optimizing product design, improving energy efficiency, and exploring innovative technologies to extend product life and minimize resource use."
,dedicated,Complaints and feedback are handled by dedicated personnel to address and resolve issues promptly.
,dedicated,"vivo is dedicated to building research platforms that support talented individuals in conducting innovative research, thereby strengthening the industry's workforce and fostering growth in the ICT sector."
,dedicated,"We are dedicated to ensuring that technological innovations benefit everyone, bridging the digital divide, and exploring the intersection of technology and public welfare."
,aim,"Training and support R&D personnel are provided with patent skill training sessions as needed, with the aim to enhance their capabilities in patent application and raise awareness of patent protection."
,aim,"These initiatives aim to help elderly users integrate into the digital age and enjoy a smart, connected life."
,aim,These collaborations aim to deepen our understanding of the impact of sports on health and to provide a scientific basis for the development of effective and well-informed sports health programs.
,aim,These efforts aim to enhance product security and mitigate business security risks.
,aim,"Our aim is to protect user data at all points of data circulation and in every aspect of the user experience, thereby guaranteeing the quality and security of our final products and services."
,aim,These initiatives aim to foster a harmonious and stable workplace.
,aim,The aim is to create more leading breakthroughs and jointly incubate and research advanced communication technology under long-term and stable industry-academia-research partnerships.
,aim,"These initiatives aim to increase public participation in information accessibility, environmental protection, and rural aesthetic education."
,could,"Comparability The Report had disclosed performance indicators in 202 3, previous data of partial indicators were disclosed, which could help stakeholders to understand and compare the improved performance year by year."
,understand,"Environmental description Providing a concise summary of the environment, main subjects, actions, spatial relationships, and other key features to help users better understand the content of the image."
,understand,"Over the past five years, vivo has engaged deeply with users to understand their needs through research surveys and accessible online and offline activities in areas such as dialect recognition, natural voice simulation, and hazardous environment perception."
,understand,"Image description A new feature has been integrated into the camera and photo album, providing descriptions of images to help users better understand the content of the scene and experience the world through the lens."
,understand,Health care Combining the interesting virtual human to easily and efficiently understand family members' health data and abnormalities.
,understand,"In 2023, vivo distributed 3, 300 printed copies of the Quick Guide to Smartphone Use for Parents, designed to help elderly users quickly and easily become familiar with operating mobile phones through straightforward and easy-to-understand instructions."
,understand,This inventory helps comprehensively understand the Company s carbon emissions and provides crucial data for emission reduction planning and implementation.
,understand,"Comparability The Report had disclosed performance indicators in 202 3, previous data of partial indicators were disclosed, which could help stakeholders to understand and compare the improved performance year by year."
,fundamental,The most fundamental social responsibility of a company is to operate with continuity and stability.
,fundamental,"Cybersecurity and Privacy Protection vivo is dedicated to developing safe and reliable digital products and services, with the goal of creating a secure digital environment and safeguarding consumers' fundamental rights and interests."
,fundamental,Environmental Protection vivo recognizes that the ecological environment is fundamental to human existence and that a healthy environment is essential for maintaining human health and safety.
,positive,"Positive Communication Training to Promote Quality Service In April 2023, vivo conducted a positive communication training with the theme of Enhancing Service Awareness."
,positive,"Robust structural design To effectively ensure a positive user experience in various environments, we have upgraded the protection levels of all our models from IP54 to IP64 and fully applied the IP68 waterproof and dustproof standard to our flagship models the X series, S series, and iQOO digital series."
,positive,"We prioritize their physical and mental well-being, and encourage a positive lifestyle to enhance their overall happiness and sense of belonging."
,positive,"These sessions guide employees in coping with stress and challenges, establishing a healthy and positive lifestyle, alleviating psychological pressure, and maintaining good working conditions."
,positive,"These efforts facilitate the integration of knowledge and application, promoting a positive cycle of collaboration between industry, academia, research, and practical application."
,positive,Balance The Report followed the balance principle and truthfully disclosed the positive and negative information.
,patent,"Accumulative number of patent applications worldwide over Number of Going Out service events held Number of countries and regions covered by overseas service centers Accumulative number of patents granted worldwide over 50, 700 646 7017, 500"
,patent,"vivo has established a patent center and multiple teams responsible for the discovery, application, and protection of various intellectual property rights."
,patent,"Training and support R&D personnel are provided with patent skill training sessions as needed, with the aim to enhance their capabilities in patent application and raise awareness of patent protection."
,patent,"As of the end of 2023, vivo had filed over 50, 700 patent applications globally and had been granted more than 17, 500 patents worldwide."
,patent,"Accumulative number of patent applications worldwideAccumulative number of patents granted worldwide 2022 2022 2023 2023over 43, 000 over 14, 000 over 50, 700 over 17, 500Feedback Form Sustainability Report Appendix Community Responsibility Value Creation Green Symbiosis Technology Sharing Sustainability Governance Responsibility Message About the Report About vivo"
,must,"Green symbiosis means that that both individuals and companies must choose to contribute positively to our shared and irreplaceable natural environment, rather than causing harm."
,must,This is why companies must work to balance societal needs with technological progress by actively supporting social welfare initiatives.
,must,"kMirror Memory Safety Analysis Platform Privacy Management by Partners vivo has formulated the Management Regulations on the Risks of vivo Supplier Data Protection and Privacy Compliance, rigorously defining how suppliers must manage privacy compliance."
,must,Suppliers that pass this assessment must sign a contract or data processing agreement that clearly outlines their data protection responsibilities and obligations.
,must,Suppliers must regularly report to vivo using the Conflict Minerals Reporting Template (CMRT) and ensure that their smelters or refineries are certified by the Responsible Minerals Assurance Process (RMAP) or equivalent organizations.
,clear,"Concertgoers seated far from the stage can now capture clear images of the performance, and professional creators are using smartphones to produce short films."
,clear,"The new BlueImage Algorithm Matrix strengthens our foundational algorithm capabilities from ultra-clear image quality, true color restoration, and enhanced computing acceleration."
,clear,"It also possesses DSLR-level CIPA 4. 5 anti-shake capabilities, ensuring clear image quality even in challenging shooting scenarios."
,clear,"It offers prompts on how to adjust the phone's placement and informs the user when the document or card is centered, enabling a quick, complete, and clear capture."
,clear,"By creating a fair incentive mechanism and offering clear and accessible promotion channels, we support employees in achieving both personal fulfillment and corporate growth."
,clear,"In China, we have strengthened the structure and responsibilities of the Anti-Monopoly Compliance Committee, adhering to our internal anti-monopoly compliance strategy, setting clear objectives, and implementing effective prevention and improvement mechanisms to mitigate the risks of monopolization."
,convenient,"New functionalities include a full-link parking assistant, meeting assistant, and family health manager, along with upgrades to the super power-saving mode and AI offline translation, offering convenient experiences in travel, work, and health scenarios."
,convenient,Full lifecycle solutions for vivo's sustainable product Design Improve products energy efficiency Try more designs of easy disassembly Unlock more sustainable material formulas Seek low-carbon product solutions Explore more durability solutions Procurement Select more recyclable renewable materials Procure rare materials with a higher recycling rate Production Avoid using hazardous substances in production Increase the precious metal recycling and reuse rate Increase the water and energy resource usage rate Increase the recycling and reusing rate of industrial waste Increase the production and usage of renewable energy Reduce waste to landfill Use and end-of-life disposal Provide convenient maintenance solutions Optimize take-back process Encourage users to participate in the take-back program Trace deeper at recycling & reusing of key componentsDesignProcurem ent Use and end-of-life disposalProduction 17Life Cycle AssessmentProduct LifecycleFeedback Form Sustainability Report Appendix Community Responsibility Value Creation Green Symbiosis Technology Sharing Sustainability Governance Responsibility Message About the Report About vivo
,necessary,We shared necessary resources and technical support with our partner.
,need,"The more chaotic the environment, the more we need to reconnect with our original aspiration, our initial goal, and the principles that guided us from the start."
,need,"While technology is indeed powerful, it cannot address every need."
,need,"Users can execute seven commands in navigation, music, and phone scenarios without the need for wake-up voice commands."
,need,"Object search Users can set a specific object they need to find, and when the object appears in the camera s view, the user will be alerted."
,need,"This commitment not only extends the lifespan of our products but also reduces the need for frequent replacements, providing users with confidence and peace of mind while conserving natural resources."
,need,What information you think you need to know is not reflected in the Report?
,critical,These tools and mechanisms enable us to efficiently identify and protect against external threats at each critical level.
,critical,"76 GRI Index Chapter Page SDGs GRI Index Chapter Page SDGs General disclosure General disclosure EconomicGRI 2 Organization and its Reporting Practices GRI 2 Strategy, policies and practices GRI 2 Stakeholder engagement GRI 3 Material Topics 2021 GRI 201 Economic PerformanceGRI 2 Activities and Workers GRI 2 GovernanceGRI 2-1 GRI 2-3 GRI 2-4 GRI 2-5GRI 2-2GRI 2-22 GRI 201-2 GRI 201-3GRI 2-26GRI 2-23 GRI 2-24 GRI 2-25 GRI 2-27 GRI 2-28 GRI 2-29 GRI 3-1GRI 2-30 GRI 3-2 GRI 3-3Organizational details Statement on sustainable development strategy Embedding policy commitments Processes to remediate negative impacts Mechanisms for seeking advice and raising concerns Compliance with laws and regulations Approach to stakeholder engagemen Collective bargaining agreements Process to determine material topics Management of material topics Financial implications and other risks and opportunities due to climate changeList of material topicsMembership associationsPolicy commitmentsSustainability Governance Sustainability Governance Sustainability Governance Sound Operation Sound Operation Industrial Co-Prosperity Sustainability Governance Sustainability Governance Sustainability Governance Sustainability Governance Green Operation Employee GrowthEmployee GrowthSustainability GovernanceReporting period, frequency and contact information Activities, value chain, and other business relationships Governance structure and composition Chair of the highest governance body Role of the highest governance body in overseeing the management of impacts Delegation of responsibility for managing impacts Role of the highest governance body in sustainability reporting Conflicts of interest Communication of critical concernsEmployeesRestatements of information External assuranceEntities included in the organization's sustainability reporting Defined fixed benefit plans and other retirement plansAbout the Report About the Report About the Report About the Report About the Report Company Profile Employee Growth Sustainability Governance Sustainability Governance Sustainability Governance Sustainability Governance Sustainability Governance Business Ethics Sustainability GovernanceP03 P03 P03 P03 P03P09-14 P09-14 P09-14 P43-50 P53-59P09-14P64-66 P68-69 P62-65 P09-14 P53-59 P09-14 P09-14P09-14P05 P53-59 P09-14 P09-14 P70-71 P09-14P09-14P09-14 P09-14GRI 2-9 GRI 2-13 GRI 2-15 GRI 2-16GRI 2-14GRI 2-11GRI 2-6 GRI 2-7 GRI 2-12GRI Standard Index Feedback Form Sustainability Report Appendix Community Responsibility Value Creation Green Symbiosis Technology Sharing Sustainability Governance Responsibility Message About the Report About vivo"
,clearly,"Age labeling Every available game's age rating is clearly displayed on the game details page, helping guardians select suitable games and protecting the rights and interests of underage users."
,clearly,Suppliers that pass this assessment must sign a contract or data processing agreement that clearly outlines their data protection responsibilities and obligations.
,clearly,Optimizing the emergency response process We have established a cybersecurity incident emergency response team with clearly defined responsibilities for each member.
,appropriate,"Rich, healthy, and diverse content The system recommends age-appropriate content and collaborates with partners to provide a variety of educational materials, making learning more fun for children."
,appropriate,Name Work Unit Position Tel EmailFeedback Form for vivo Holdings Limited Sustainability Report 2023 Your comments on this Report (please tick where appropriate) Very good Good Average Needs improvement Do you think this Report has highlighted the important information about vivo in terms of sustainable development?
,sign,"Sign Language Interpreter Enhances Communication Efficiency In response to the urgent needs of the deaf community, we have launched Sign Language Interpreter, the world s first product to support Chinese sign language recognition."
,sign,"This innovative tool converts sign language gestures into spoken text and can also recognize speech in real-time, translating it into sign language and text."
,sign,"Additionally, the sign language synthesis technology covers over 8, 000 vocabularies from the national general dictionary, achieving smooth translation from text to sign language."
,sign,Suppliers that pass this assessment must sign a contract or data processing agreement that clearly outlines their data protection responsibilities and obligations.
,sign,"Identity authentication technology We adopt the single sign-on (SSO) system, two-factor authentication, Oauth2 SAML authentication, and fingerprint and facial recognition through the FIDO2 authentication to enhance the accuracy and convenience of user identity verification."
,sense,"Every step we take is about creating value and happiness and in doing so, we too find our own sense of fulfillment."
,sense,"Through these events, we strengthen communication and cooperation among our employees and enhance their sense of integration and team cohesion."
,sense,"We prioritize their physical and mental well-being, and encourage a positive lifestyle to enhance their overall happiness and sense of belonging."
,sense,"The program helps improve children's aesthetic appreciation and fosters a sense of identity and pride in Chinese native culture, thereby nurturing their imagination and creativity."
,like,"Technology sharing means making technological advancements universally accessible, much like humanity s first use of fire."
,like,"Utilizing innovative technologies like the kMirrors Memory Safety Analysis Platform, the kMirror Trusted Engine, and security chips, it is actively developing a secure and reliable ecology to comprehensively protect user privacy."
,like,"Environmental Management System Pursuant to the laws and regulations on environmental protection in the countries and regions where we operate as well as the requirements of the ISO 14001 Environmental Management System, the Company has developed and improved the EHS Management Manual and other internal management documents and upgraded management systems like the Standards for Classification and Management of Wastes."
,like,"The related courses were also released on social media platforms like Weibo, WeChat, and short video platforms with over 2. 15 million views, effectively promoting field survival knowledge and skills to the general public."
,easy,"In 2023, vivo distributed 3, 300 printed copies of the Quick Guide to Smartphone Use for Parents, designed to help elderly users quickly and easily become familiar with operating mobile phones through straightforward and easy-to-understand instructions."
,easy,Full lifecycle solutions for vivo's sustainable product Design Improve products energy efficiency Try more designs of easy disassembly Unlock more sustainable material formulas Seek low-carbon product solutions Explore more durability solutions Procurement Select more recyclable renewable materials Procure rare materials with a higher recycling rate Production Avoid using hazardous substances in production Increase the precious metal recycling and reuse rate Increase the water and energy resource usage rate Increase the recycling and reusing rate of industrial waste Increase the production and usage of renewable energy Reduce waste to landfill Use and end-of-life disposal Provide convenient maintenance solutions Optimize take-back process Encourage users to participate in the take-back program Trace deeper at recycling & reusing of key componentsDesignProcurem ent Use and end-of-life disposalProduction 17Life Cycle AssessmentProduct LifecycleFeedback Form Sustainability Report Appendix Community Responsibility Value Creation Green Symbiosis Technology Sharing Sustainability Governance Responsibility Message About the Report About vivo
,easy,"Silicone leather does not contain plasticizers, heavy metals, or phthalates, and offers benefits such as contamination resistance, easy cleaning, hydrolysis resistance, aging resistance, and excellent flame retardancy."
,strive,We have developed a sound and competitive remuneration and benefit system and strive to create an inclusive and equitable working environment.
,strive,"Through these efforts, we strive to build a sustainable supply chain with our suppliers."
,strive,"With these efforts, we strive to promote a virtuous cycle of our development and social growth."
,strive,Creating Public Values Through Digital Platforms We strive to promote digital platform-based public welfare and encourage public engagement.
,officially,vivo officially started the global business.
,officially,"Carbon Goal Setting In response to the target of keeping a global temperature rise below 2 C proposed by the Paris Agreement and China s dual carbon goals, vivo released the vivo Low-Carbon Action White Paper in 2024, officially proposing the company s low-carbon development goals and further exploring vivo s roadmap towards carbon peaking and carbon neutrality."
,officially,"On November 1, 2023, vivo officially launched the third Echo of Care Public Welfare Program."
,love,Social welfare is about spreading love and care to every corner of the world.
,love,"Love Without Hindrance, Voice with Breath We believe that love and technology can overcome any barrier."
,reasonable,This ensures users are well-informed about permission usage and can make reasonable choices.
,view,"Object search Users can set a specific object they need to find, and when the object appears in the camera s view, the user will be alerted."
,encouraged,"Employee Remuneration and Benefits Employee GrowthEmployee Development Statutory Benefits Social insurance, housing provident fund, statutory holidays, and holidays encouraged by state policies Additional Benefits and Care Life Benefits Shuttle buses, cafeterias, employee dormitories, vivo talent apartments (under construction), and BBK private schoolsWe continuously optimize our personnel training system by incorporating the principles of selection, appointment, training, and retention into the entire lifecycle of key positions."
,certain,"For users whose real-name authentication information identifies them as minors, they can only play for a limited time in a certain period and spend a limited amount of money on network games stipulated by relevant policies, effectively controlling the behavior of minor players."
,certain,"Training courses developed 214, 709. 85 Total duration of online and offline traininghours Subsidies and Special Offers Subsidies for expatriates, travel subsidies, fuel subsidies for private cars, mobile phone credit subsidies, overtime taxi reimbursement, and rental subsidies; preferential offers for internal mobile phone purchases Physical and Mental Health Health facilities infirmaries (providing free medical treatment and medicine), gyms, recreation rooms Health examinations annual physical examinations; commercial insurance and travel insurance for certain positions and groups Mental health an online EAP service center for employees, which provides psychological assessments, consultation appointment, crisis intervention, and other services Holiday Gifts Gifts for the Chinese New Year, Dragon Boat Festival, and Mid-Autumn Festival, kick-off lucky money after the Chinese New Year holiday, and birthday cash gifts Other Benefits anniversary souvenirs, parental leave, severance allowance, special team-building expensesTalent Suppor Home leave for expatriates, benefits for the expatriate's family benefits for air tickets for home visits, and subsidies for family members; housing subsidies for campus-hired employees, travel subsidies for interviewees for experienced hires; assistance in applying for tax incentives in line with state policies, talent recognition, and national awardsCultural Activities Annual parties of the Company, the open day for family members, special festival activities (e. g., Goddess Day), sports club activities, singles' meetups"
,certain,The assurance process only involved interviews with the heads of relevant departments and certain employees of headquarters as well as validation of relevant documents.
,require,"At the same time, we require our suppliers to set up a responsible minerals procurement management system to trace conflict minerals and related minerals within their supply chains."
,enjoy,"In 2023, we launched two visual aid products for the first time, vivo Sight and vivo Score Reading, and fully upgraded our screen reading feature, Talk Back, to help users with visual needs see the world better and enjoy the simple joys of everyday life."
,enjoy,"These initiatives aim to help elderly users integrate into the digital age and enjoy a smart, connected life."
,enjoy,Users who have not registered and logged in with their real names cannot enjoy game services.
,enjoy,The colorful parent-child interactive activities allowed all participants to enjoy good company in a relaxed and pleasant atmosphere.
,essential,Emergency Positioning Services Standardizing technical specifications for emergency positioning services (EPS) is essential for improving management and rescue efficiency.
,essential,Environmental Protection vivo recognizes that the ecological environment is fundamental to human existence and that a healthy environment is essential for maintaining human health and safety.
,essential,"In 2023, escorted by Dubai police, we delivered essential living supplies and food to over 500 workers in labor camps."
,determine,"Real device activity calculation The engine helps determine user status on the business side, identifying whether a user is using a backup device or involved in cybercrimes or illegal activities, thereby enabling efficient pop-up verifications."
,determine,"76 GRI Index Chapter Page SDGs GRI Index Chapter Page SDGs General disclosure General disclosure EconomicGRI 2 Organization and its Reporting Practices GRI 2 Strategy, policies and practices GRI 2 Stakeholder engagement GRI 3 Material Topics 2021 GRI 201 Economic PerformanceGRI 2 Activities and Workers GRI 2 GovernanceGRI 2-1 GRI 2-3 GRI 2-4 GRI 2-5GRI 2-2GRI 2-22 GRI 201-2 GRI 201-3GRI 2-26GRI 2-23 GRI 2-24 GRI 2-25 GRI 2-27 GRI 2-28 GRI 2-29 GRI 3-1GRI 2-30 GRI 3-2 GRI 3-3Organizational details Statement on sustainable development strategy Embedding policy commitments Processes to remediate negative impacts Mechanisms for seeking advice and raising concerns Compliance with laws and regulations Approach to stakeholder engagemen Collective bargaining agreements Process to determine material topics Management of material topics Financial implications and other risks and opportunities due to climate changeList of material topicsMembership associationsPolicy commitmentsSustainability Governance Sustainability Governance Sustainability Governance Sound Operation Sound Operation Industrial Co-Prosperity Sustainability Governance Sustainability Governance Sustainability Governance Sustainability Governance Green Operation Employee GrowthEmployee GrowthSustainability GovernanceReporting period, frequency and contact information Activities, value chain, and other business relationships Governance structure and composition Chair of the highest governance body Role of the highest governance body in overseeing the management of impacts Delegation of responsibility for managing impacts Role of the highest governance body in sustainability reporting Conflicts of interest Communication of critical concernsEmployeesRestatements of information External assuranceEntities included in the organization's sustainability reporting Defined fixed benefit plans and other retirement plansAbout the Report About the Report About the Report About the Report About the Report Company Profile Employee Growth Sustainability Governance Sustainability Governance Sustainability Governance Sustainability Governance Sustainability Governance Business Ethics Sustainability GovernanceP03 P03 P03 P03 P03P09-14 P09-14 P09-14 P43-50 P53-59P09-14P64-66 P68-69 P62-65 P09-14 P53-59 P09-14 P09-14P09-14P05 P53-59 P09-14 P09-14 P70-71 P09-14P09-14P09-14 P09-14GRI 2-9 GRI 2-13 GRI 2-15 GRI 2-16GRI 2-14GRI 2-11GRI 2-6 GRI 2-7 GRI 2-12GRI Standard Index Feedback Form Sustainability Report Appendix Community Responsibility Value Creation Green Symbiosis Technology Sharing Sustainability Governance Responsibility Message About the Report About vivo"
,encouraging,"Incentive reward mechanism vivo has established an Intellectual Property Reward System for all employees, encouraging the development of innovative technologies and ensuring timely protection of intellectual property."
,encouraging,"Battery Use Safety We are committed to enhancing the innovative safety design of our products and encouraging users to actively manage their battery health, ensuring that consumers can use our products safely, correctly, and with peace of mind."
