IsStance,marker,sentence
,establish,"In addition, Mengniu has formulated the Product Traceability Management System to establish a traceability management mechanism, covering the whole process from raw materials and raw milk reception to sales outlets, to ensure that the raw materials of the product could be traced back to the place of origin."
,establish,"The main purpose of RSPO certification is to maintain the sustainability of palm tree (oil palm) planting, processing, and trade, and gradually establish the sustainable development of palm oil products."
,establish,"that suppliers establish quality management system, pass third party certifications, such as organic certification, green food certification, and others; that suppliers establish improved system for the bases, monitor and investigate the quality of soil, water and air as well as the quality of raw materials of bases on a regular basis and summarize and evaluate the status and results of bases management on a regular basis; that suppliers establish management system for pesticides, veterinary drugs and other chemicals and list of qualified suppliers and implement procurement from suppliers selected from the list, regulate the medication safety interval and drug dosage, regulate quarantine, with no use of pesticides, veterinary drugs and other agricultural inputs prohibited by the state."
,establish,"ranches are required to establish a comprehensive list of veterinary drugs moved in and out of storage, to store veterinary drugs by category, and assign dedicated roles to manage them."
,could,"During the Mid- Autumn Festival and the Spring Festival, the labor union of the Group sent fruits, supplies, and holiday blessings and greetings to retired veteran cadres, so that retired veteran cadres could also feel the care and warmth from the Mengniu family during traditional festivals."
,could,"Employees could record their clean plates for meals via the Clean Plate Punching Mini- Program, with a total of 19, 000 headcounts participating in the Group's Clean Plate Punching in 2021, representing food conservation equal to 1. 26 tonnes of Buffet."
,could,"In addition, Mengniu has formulated the Product Traceability Management System to establish a traceability management mechanism, covering the whole process from raw materials and raw milk reception to sales outlets, to ensure that the raw materials of the product could be traced back to the place of origin."
,understand,P27- 28 B8 Community InvestmentGeneral DisclosurePolicies on community engagement to understand the needs of the communities where the issuer operates and to ensure its activities take into consideration the communities' interests.
,fundamental,It is the fundamental requirement and prerequisite for everything we do.
,fundamental,"Risk Management Mengniu values risk management and internal control, and has established risk management framework and fundamental norms with a focus on the Group's major risk management and control and the continuous optimisation of the risk management model. Following the internationally accepted COSO1 risk management framework, the Company established a risk- oriented, closed- loop management model of risk identification first, business self- management, audit supervision and follow- up based on the operating and management needs of Mengniu. This incorporates risk management into business and applies to the business management process and gives full play to its value. Mengniu has established the Mengniu Risk Management System and six implementation rules on risk identification, risk evaluation, risk response, risk monitoring, risk response appraisal and risk management report. In 2021, the Company optimised the Mengniu Risk Management Framework and Manual for Risk Management of the Group on this basis, to ensure the effective operation of the risk management system. Mengniu has put in place three lines of defence of risk management organisation structure under the leadership of the Board. The Risk Management Committee is the highest deliberative and decision- making body for risk management, in which the chief executive officer of the Group serves as the chairman, and the vice president of the Group who is in charge of risk control and auditing business serves as the deputy chairman, while the committee members comprise the head of the major business divisions and functional departments. The Risk Management Department is the body for daily affairs designated by the Risk Management Committee that reports the management and control of important risks and the operational effectiveness of the risk management system to the Audit Committee under the Board every year on a regular basis, and under the supervision of the Audit Committee. In 2021, the Company organised business departments and functional departments to adopt a three- level evaluation method of self- identification of major business, professional pre- judgment and control of TOP20 risks, and collective review of Risk Management Committee focusing on formulating a new Mengniu strategic plan and key work goals, and assess major risks from the seven aspects of group strategy, market, finance, operation, law and compliance, quality and food safety, sustainable development on which the Risk Management Committee reached a consensus. In order to promote the effective implementation of major risk management and control, and clarify main responsible department and person, Mengniu implements the accountability system. The risk management department has formulated appropriate risk response strategies, measures or contingency plans and follow- up to supervise the response effect in the process of classification, to reduce and avoid the adverse impact of important risks on the Group's strategic goals and sustainable development in an effective manner. 1 COSO Committee of Sponsoring Organisations of the Treadway CommissionThree Lines of Defences of Risk Management Organisation Structure Business divisions The first line of defence The second line of defence The third line of defenceRisk Management Committee, Risk Management Department and functional departments of the GroupThe Internal Audit Department and the Discipline Inspection Department Respondent and main responsible person of riskPlanners and supervisors of risk managementAppraiser of risk management effectivenessMengniu has taken multiple measures at four levels to carry out empowerment training on risk management concepts and methods, promoted the extensive implementation of risk management mechanisms, and improved employees' risk management awareness and prevention and control standards, gradually cultivating a risk culture, and reasonably ensuring the achievement of strategic goals. Risk Management Empowerment Training Management Grassroots Management Personnel Full-time and Part-time Risk Management PersonnelCore Middle-level Management Personnel New Employees 10 core management members participated in the major risk assessment at group level and implemented the main responsibility for risk response; The management reviewed and approved the major risk response strategies at the group level, made timely decisions for resolving cross- departmental issues and problems such as difficulties to be implemented during the process, to ensure the effectiveness of risk management implementation; The management listened to the effectiveness of the management and control of major risks in the previous year and put forward guiding opinions to promote the improvement of risk management. Training on basic norms of internal control 17 sessions of training on internal control were organised to consolidate the theoretical foundation of risk management personnel and grass- roots management personnel, more than 2, 500 personnel participated online and offline, and the Worth- It platform was launched with clicks exceeding 80, 000; Training on professional knowledge of risk management Based on the training needs of each unit, a total of more than 380 people from China Shengmu, Fuyuan Farming, and China Dairy Industrial Park have been offered risk empowerment training. The Company communicated and advocated risk management concepts on the Group's major risk management and control with 45 core middle- level management personnel by way of one- to- one communication and reporting, to unify risk management cognition, identify other risks in important business areas and key business links and provide professional assessment opinions for major risks annual identification. A risk management training course was developed for new employees as a compulsory course on risk management for new employees and promoted on the Worth- It platform with 2, 880 participants in total. 21 22 CEO's Statement A Message from the BoardAbout Mengniu Corporate Culture GREEN Sustainable Development Strategy2021 HIGHLIGHTS Governance- SustainabilityResponsibility- Common ProsperityEnvironment- Carbon Net- ZeroEcosystem- Collaborative & AccountableNutrition- Supreme & InclusiveAppendix"
,fundamental,"Revenue Share of Nutrition and Health Products in 2021 Nutrition Education Nutrition education is the most fundamental, economical and effective strategy and measure to solve public nutrition and health problems."
,must,"Business Ethics The Company strictly complied with the Civil Code of the People's Republic of China, the Criminal Law of the People's Republic of China, the Supervision Law of the People's Republic of China, the Company Law of the People's Republic of China, the Anti- Monopoly Law of the People's Republic of China, the Anti- Money Laundering Law of the People's Republic of China, the Anti- Unfair Competition Law of the People's Republic of China, the Labor Contract Law of the People's Republic of China, the Environmental Protection Law of the People's Republic of China and other laws and regulations. The Company values the construction of business ethics and integrity and compliance, and has formulated and released the Group's Compliance Management Regulations, Integrity and Compliance Manua l and management regulations and guidelines for key areas such as corporate governance, anti- monopoly, anti- bribery and business partners. Meanwhile, the Company formulated detailed anti- corruption policies and joined the UNGC in 2021 in compliance with international anti- corruption initiative. The Company has established a sound compliance management mechanism in key areas of business ethics, and advocates integrity and compliance culture, so as to build a sound business ethics management and supervision framework, improve business ethics standards and establish a sound ecosystem. The Company vigorously conducts compliance and audit supervision of business ethics, opens compliance consultation and complaint reporting channels, and strictly investigates violations of laws and regulations. Code of Conduct of Business Ethics of Mengniu Integrity and Compliance Manual It provides basic behavior guidelines for business management behaviors and business activities of the Company and all employees, and elaborates the basic requirements and cultural background of integrity and compliance between consumers, partners, shareholders, society, colleagues and the Company, and the Integrity and Compliance Commitment was signed. Compliant Business Partners It establishes a sound business partner ecosystem and a complete anti- bribery compliance management mechanism to learn and pass on the Compliance Code of Conduct of Business Partners and convey Mengniu Group's compliance standards, philosophy and culture. Anti-bribery The Group adopts zero tolerance to any form of bribery and corruption, and has established sound anti- bribery compliance management mechanism, signed the Anti- bribery Compliance Commitment and the Anti- corruptionAgreement when signing business contracts with third parties, which strictly prohibits any form of financial and non- financial benefits, including gifts, rebates, and employment opportunities that may appear in cooperation. Anti-unfair Competition It strictly regulates the internal management work in close relation to market economic activities such as contract management, advertising review and marketing management, requires the compliance with relevant laws and regulations, and ensures that business activities are compliant with relevant provisions of the Anti- Unfair Competition Law of the People's Republic of China. Anti-monopoly Adhering to the principle of fair competition, it establishes a sound anti- monopoly compliance management mechanism and signed the Anti- monopoly Compliance Commitment to avoid direct or indirect engagement in monopolistic behaviors expressly prohibited by laws and regulations, including but not limited to reaching monopoly agreements with other operators, abuse of dominant market position and the implementation of business operator concentration that has or may have the effect of eliminating or restricting competition, among others. 16 Honesty and Self-discipline Codes for Management 1. Unreveal of company secrets; 2. no damage to corporate image; 3. no occupation of corporate property; 4. no misappropriation of corporate funds; 5. no bribery; 6. no cheat; 7. no non- compliant guarantee; 8. no small exchequer; 9. no acceptance of gift from partners; 10. no borrowings from partners and subordinates; 11. no acceptance of invitation or travel, fitness, entertainment and other arrangement that may affect impartial performance; 12. no non- compliant referral or promotion of business and products to cooperators and management served; 13. no appointment of relatives within scope of authority or arrange the appointment of relatives taking use of power or influence in positions; 14. no business with relatives; 15. no illegal part- time job; 16. no involvement of pornography gambling. Avoidance of Conflict of Interests The management personnel shall not take profits for relatives or specific connected persons taking use of job convenience or arrange relatives to serve within their authority. Affiliates of relatives of management personnel and key business personnel (including specific connected persons) must not participate in equity investment or have business dealings with partners within his or her authority, failure of which, they will be listed in the blacklists of the partners."
,must,Procurement of veterinary drugs Veterinarian management Dairy cattle management Traceability management Raw milk managementall veterinary drugs purchased must be compliant veterinary drugs and subject to registration before being put in storage.
,must,"dosed cattle must be marked differently and quarantined separately, and the withdrawal period for milk must be practiced in strict accordance with the instructions for veterinary drugs, and testing for veterinary drug residues must be carried out at the end of the withdrawal period."
,clear,"We provides employees with a clear and smooth development path, comprehensive and objective talent evaluation, and accelerated training in an efficient and practical manner, as well as diversified careers development opportunities."
,possible,"One small step at a time makes it possible to go thousands of miles away, and accumulation of small currents forms rivers and seas."
,need,"Together with the China Charity Federation and the Blue Sky Rescue Team, nutritional support including pure milk and yogurt, fresh milk, milk powder and cheese were provided to the forefront of flood relief, safeguarding the nutrition need of the front- line rescuers and the people in the disaster area."
,need,"In addition, we developed special improvement plans for suppliers who need to make improvements, aiming to promote the mutual growth of our supplier partners and Mengniu Group."
,would,"Climate Risk Identification Physical Climate RisksRisk Descriptions Countermeasure Acute RisksTyphoon Extreme precipitation Extreme heat Extreme cold FloodIt would seriously damage the power and water supply facilities for production, resulting in the suspension of operations of some factories' production lines and other businesses, increase the construction cost of factories and ranches due to the design cope with strong winds, and cause the interruption of supply chain of milk source, and production involving supply interruption, compensation and legal liability."
,would,"Physical Climate Risks Transition risk of climate changeRisk Descriptions Risk DescriptionsCountermeasure CountermeasureChronic Risks Risk in policies and regulations Risks in technical fieldRising sea level WarmingIt would increase the risks of write- offs and early retirement of existing assets in coastal areas with high risks, and lead to the migration of some residents, investments and business activities to inland areas which would affect existing markets."
,critical,Hazard Analysis and Critical Control Point (HACCP) is the certification for the management system of hazard analysis and critical control point targeted at food production companies to ensure the safety of food in the production process.
,clearly,"The system clearly stipulates that supplier who has caused significant losses to Mengniu Group in terms of economy, brand and reputation due to falsifying, malicious bidding, malicious defaults, breach of the principle of integrity, breach of the terms of the Sunshine Agreement, or other reasons causing economic, brand, and reputation loss will be blacklisted after identification."
,clearly,"Produc ts offered, shipped or sold by the certificate holder can only be cons idered covered by the scope of this certificate when the requ ired FSC claim is clearly stated o n invoices and s hipping docu ments."
,clearly,"Products offered, shipped or sold by the certific ate holder can only be considered covered by the scope of this certificate when t he required FSC claim is clearly stated on in voices and shipp ing documents."
,clearly,"Mengniu implements three- level control of product recalls according to the degree of harm and urgency of unsafe products and ensures rapid response, in addition to clearly defining the recall initiation process, information transmission, recall implementation process and subsequent analysis and improvement requirements, as well as to require written reports to be formed daily for Level 1 recalls, at least every 5 working days for Level 2 recalls and at least every 10 working days for Level 3 recalls."
,appropriate,"Risk Management Mengniu values risk management and internal control, and has established risk management framework and fundamental norms with a focus on the Group's major risk management and control and the continuous optimisation of the risk management model. Following the internationally accepted COSO1 risk management framework, the Company established a risk- oriented, closed- loop management model of risk identification first, business self- management, audit supervision and follow- up based on the operating and management needs of Mengniu. This incorporates risk management into business and applies to the business management process and gives full play to its value. Mengniu has established the Mengniu Risk Management System and six implementation rules on risk identification, risk evaluation, risk response, risk monitoring, risk response appraisal and risk management report. In 2021, the Company optimised the Mengniu Risk Management Framework and Manual for Risk Management of the Group on this basis, to ensure the effective operation of the risk management system. Mengniu has put in place three lines of defence of risk management organisation structure under the leadership of the Board. The Risk Management Committee is the highest deliberative and decision- making body for risk management, in which the chief executive officer of the Group serves as the chairman, and the vice president of the Group who is in charge of risk control and auditing business serves as the deputy chairman, while the committee members comprise the head of the major business divisions and functional departments. The Risk Management Department is the body for daily affairs designated by the Risk Management Committee that reports the management and control of important risks and the operational effectiveness of the risk management system to the Audit Committee under the Board every year on a regular basis, and under the supervision of the Audit Committee. In 2021, the Company organised business departments and functional departments to adopt a three- level evaluation method of self- identification of major business, professional pre- judgment and control of TOP20 risks, and collective review of Risk Management Committee focusing on formulating a new Mengniu strategic plan and key work goals, and assess major risks from the seven aspects of group strategy, market, finance, operation, law and compliance, quality and food safety, sustainable development on which the Risk Management Committee reached a consensus. In order to promote the effective implementation of major risk management and control, and clarify main responsible department and person, Mengniu implements the accountability system. The risk management department has formulated appropriate risk response strategies, measures or contingency plans and follow- up to supervise the response effect in the process of classification, to reduce and avoid the adverse impact of important risks on the Group's strategic goals and sustainable development in an effective manner. 1 COSO Committee of Sponsoring Organisations of the Treadway CommissionThree Lines of Defences of Risk Management Organisation Structure Business divisions The first line of defence The second line of defence The third line of defenceRisk Management Committee, Risk Management Department and functional departments of the GroupThe Internal Audit Department and the Discipline Inspection Department Respondent and main responsible person of riskPlanners and supervisors of risk managementAppraiser of risk management effectivenessMengniu has taken multiple measures at four levels to carry out empowerment training on risk management concepts and methods, promoted the extensive implementation of risk management mechanisms, and improved employees' risk management awareness and prevention and control standards, gradually cultivating a risk culture, and reasonably ensuring the achievement of strategic goals. Risk Management Empowerment Training Management Grassroots Management Personnel Full-time and Part-time Risk Management PersonnelCore Middle-level Management Personnel New Employees 10 core management members participated in the major risk assessment at group level and implemented the main responsibility for risk response; The management reviewed and approved the major risk response strategies at the group level, made timely decisions for resolving cross- departmental issues and problems such as difficulties to be implemented during the process, to ensure the effectiveness of risk management implementation; The management listened to the effectiveness of the management and control of major risks in the previous year and put forward guiding opinions to promote the improvement of risk management. Training on basic norms of internal control 17 sessions of training on internal control were organised to consolidate the theoretical foundation of risk management personnel and grass- roots management personnel, more than 2, 500 personnel participated online and offline, and the Worth- It platform was launched with clicks exceeding 80, 000; Training on professional knowledge of risk management Based on the training needs of each unit, a total of more than 380 people from China Shengmu, Fuyuan Farming, and China Dairy Industrial Park have been offered risk empowerment training. The Company communicated and advocated risk management concepts on the Group's major risk management and control with 45 core middle- level management personnel by way of one- to- one communication and reporting, to unify risk management cognition, identify other risks in important business areas and key business links and provide professional assessment opinions for major risks annual identification. A risk management training course was developed for new employees as a compulsory course on risk management for new employees and promoted on the Worth- It platform with 2, 880 participants in total. 21 22 CEO's Statement A Message from the BoardAbout Mengniu Corporate Culture GREEN Sustainable Development Strategy2021 HIGHLIGHTS Governance- SustainabilityResponsibility- Common ProsperityEnvironment- Carbon Net- ZeroEcosystem- Collaborative & AccountableNutrition- Supreme & InclusiveAppendix"
,appropriate,"The total number of visiting the plant was 5, 043 person- times in 2021. the Opening Ceremony of Biodiversity Conservation Public Welfare Activity Bellamy's Australia Organic Ranch Mengniu's Coastal Clean- up Activity in 2021 Children visited the ESG Sustainability Zone at the Wuhan plantChina Shengmu, a subsidiary of Mengniu, upholding the concept of plant grass or trees as appropriate, built a systematic desert control industry system, and created a vertical ecosystem comprised of trees, shrubs and pastures, under which large trees play as primary protection, trees, and shrubs as secondary and tertiary protection to comprehensively ease the wind and stabilize the sand, reduce land desertification, and thus improve desert climate significantly."
,appropriate,"P111 A1. 4Total non- hazardous wastes produced (in tonnes) and, where appropriate, intensity (e. g., per unit of production volume, per facility)."
,sign,"The Code of Conduct for suppliers (COC) was improved, requiring all suppliers to sign and comply with regulations on environmental protection, health and safety, labour rights, business ethics, etc."
,sign,"In order to broaden the channels and platforms for talent training, Mengniu has built a mobile terminal Worth- It learning platform, which not only enables online and offline training, but also enables knowledge accumulation and precipitation, while achieving training management such as registration, sign- in, training evaluation and others."
,sign,"entities were certified as provincial water- saving enterprises4 Target Control Drawing Water Resource Map Mengniu established the Energy Conservation and Emission Reduction Committee, of which the CEO serves as the chairman, and the vice president of the group takes charge of the management of water strategy and performance, allocation of tasks to each Business Unit, sign of letter of commitment with person in charge of the business divisions and fulfillment and follow- up for monthly improvement in the performance contract."
,sign,"The Code of Conduct for suppliers (COC) was improved, requiring all suppliers to sign and comply with regulations on environmental protection, health and safety, labour rights, business ethics, etc."
,sign,"In addition, as of 2021, Mengniu revised the Code of Conduct for Suppliers (COC) which requires all the partners to sign and comply with the rules in respect of environmental protection, health and safety, labour rights and business ethics."
,sense,"During the 14th Five- Year Plan period, Mengniu, standing at a new stage of development, will lead in the construction of a new paradigm of development of China's dairy industry and formulate its strategic plan of Creating a New Mengniu, striving to develop into a Mengniu beloved by consumers, a digitalized Mengniu, an international Mengniu, a Mengniu with strong cultural gene, and a Mengniu with strong sense of responsibility."
,sense,"In order to continuously improve the quality of life of employees and enhance their sense of belonging, in 2021, all units further actively implemented the dormitory plan and built three new Mengniu Happy Homes."
,like,"The waste heat originally discharged to the atmosphere, like white smoke in the air, was used on cold water in the workshop, turning about 90 tonnes of cold water to hot water about 75 per day for workshop use."
,strive,"the revenue of the Group amounted in 2021 to million RMB88, 141. 50Mission Vision The Mengniu SpiritCore ValuesEvery drop of nutrition makes every life thrive From the grasslands across the world, Mengniu products nourish and are loved by over 2 billion consumers around the world Born to excel, constantly strive for self-improvement Consumers are at the heart of all our decisions Creative solution wins the future Empower and inspire talents to succeed Our integrity and honesty support our continued successMengniu has established 41 production bases in China and 3 overseas bases in New Zealand, Australia and Indonesia, and 68 factories in total worldwide with a combined annual production capacity of 10 million tonnes."
,strive,"Biodiversity Conservation Forest Conservation Action Biodiversity ConservationBiodiversity conservation is an important part of Mengniu's sustainable development, and we strive to realize the biodiversity conservation vision featuring From the Nature For the Future by carrying out forest conservation actions, practicing biodiversity conservation and enhancing biodiversity consensus."
,officially,"In 2021, We actively responded to the 2030 & 2060 Dual- Carbon Goals of the state, formulated dual- carbon strategic planning with the Boston Consulting Group (BCG), a world renown wisdom consulting firm with the scientific, rigorous and responsible attitude, set the strategic goal of achieving carbon peak by 2030 and carbon neutrality by 2050 taking into full consideration of the carbon emission baseline, business development plan, resource endowment characteristics and other factors, and officially started the journey of Mengniu leading the entire industry chain towards carbon neutrality."
,officially,Mengniu's New Energy Map Wind power density distribution map (watt square meter)Wind power density distribution map (watt square meter) Solar thermal radiation distribution map (megajoule square meter per year)Solar thermal radiation distribution map (megajoule square meter per year) Wuhan Green Sustainable Factory Photovoltaic Transformation of Jinhua FactoryMengniu's new factory in Wuhan was officially put into operation in March 2021.
,officially,"The solar photovoltaic project of Mengniu's factory in Jinhua was officially put into use in 2021, with an installed capacity of 4. 70 MW and an annual design power generation of 4, 700 MWh."
,reasonable,"During the period from 2018 to 2020, total carbon dioxide emission of the Group was increasing year by year, while the intensity of carbon dioxide emission was fluctuating within a reasonable range."
,reasonable,China Modern Dairy increased digestion rate of milk through reasonable feeding management and breeding.
,reasonable,"Meanwhile, Mengniu combines the construction of national nutrition and health standards and the development of Mengniu's own businesses to promote the reasonable use of front- of- package (FOP) label for prepackaged foods in all business divisions to ensure compliance with nutrition and health claims, and to promote the use of product clean labels to facilitate consumers' faster identification and selection of nutrition and health products."
,view,"Mengniu joined the Pathways to Dairy Net Zero climate initiative jointly promoted by Food and Agriculture Organisation of the United Nations (FAO), International Dairy Federation (IDF), Global Dairy Platform (GDP) and other organisations with a view to accelerating action on climate change and reducing greenhouse gas emissions from the dairy industry, and systematically building a low- carbon dairy industry worldwide."
,view,"In addition, the Company has enhanced the building of an integrity culture, carried out publicity activities on an ongoing basis, and paid close attention to major festivals to conduct integrity warning training for key areas and key positions with a view to creating an integrate and upright atmosphere within the Company."
,view,"Employee Well-being Diversity and InclusionMengniu upholds the people- oriented development strategy, and is committed to creating a diverse and inclusive corporate culture and fair talent selection mechanism, with a view to ongoing optimise talent retention, promotion and development system."
,view,"With a view to improve the quality of children's education in economically underdeveloped areas by taking the cultivation of young rural teachers as the fulcrum, Mengniu and Youth Teacher Empowerment Education Plan has completed the training of 1, 411 rural teachers in 14 counties and districts by the end of 2021."
,view,"Green Operation and Management Mengniu proactively implements green operation, and in compliance with various laws and regulations on environmental protection, continuously enhances environment management and conduct third party certification with a view to reducing food waste in production to a maximum and integrating green operations into corporate operations at all levels."
,view,"Mengniu has established an intellectual property system and built an intellectual property management system with Mengniu's characteristics, forming an intellectual property creation mechanism oriented to high- value brand innovation and supported by a digital intelligence technology platform, an intellectual property protection mechanism with holistic and synergic self- protection and dynamic and timely pre- warning against peers, an intellectual property mechanism with analysis of the legal environment in the destination countries for overseas market expansion and monitoring of intellectual property risks in the industry, and the intellectual property management mechanism with full collaboration between the intellectual property management departments and business departments, with a view to guiding each department to bring into play the combination of various types of intellectual property."
,encouraged,"Mengniu Dairy Farms Water Conservation Initiatives Mengniu actively integrated industry- wide resources, carried out more than 60 online or offline training and encouraged farms to set up circulating water systems and intelligent spray systems; The supernatant of the oxidation pond was used to flush the milking halls, the waiting halls, the cow walking aisles, and other ground surfaces to achieve the recycling of water resources; Dairy farms were guided to scientifically use water by the installation of an intelligent spray system to reduce the waste of water."
,certain,"The energy conservation and pollution reduction, research and development of green materials, water resource management and waste management, which are brought about by the green operation, can directly save costs for the operation of the organisation in the medium and long term, and curb greenhouse gases emissions and waste emissions worldwide to a certain extent."
,realize,"The corresponding production line on the end can realize the collection, distribution and real- time calculation of energy data on the production line, the side can realize the calculation, monitoring and alarm of plant level data, and the cloud can realize the energy statistics, analysis and early warning of end- side at the group level, so as to guide the Group's energy conservation and consumption reduction through information tools, and facilitate the achievement of the dual carbon goal."
,realize,"Innovative Use of Post-Consumer Recycled Plastic (PCR) Mengniu integrates industrial ecological forces, unites plastic raw material suppliers, packaging manufacturers, recyclers and other industrial chain parties to realize the recycling of plastic packaging for the first time in the Chinafood industry, and fully applies PCR (the content of recycled materials reaches 13 to 24 ) as product packaging films."
,realize,"Under the guidance of the GREEN strategy, we formulated three topics of sustainable procurement, sustainable agriculture and biodiversity conservation to build a responsible industrial chain, explore ecological agriculture and protect the nature, ultimately realize the sustainable development of the whole industry ecosystem."
,realize,"In addition, we guide the dairy farms to carry out the construction of related facilities, or engage a third- party expert company to realize the harmless treatment and utilization of manure resources."
,realize,"China Shengmu systematically treated the manure produced in the dairy cow farming process, and applied it back harmlessly to the field according to the maximum discomposing capacity of the land, to realize the sustainable use of manure resources."
,realize,"Biodiversity Conservation Forest Conservation Action Biodiversity ConservationBiodiversity conservation is an important part of Mengniu's sustainable development, and we strive to realize the biodiversity conservation vision featuring From the Nature For the Future by carrying out forest conservation actions, practicing biodiversity conservation and enhancing biodiversity consensus."
,realize,The program aims to encourage all people to raise their concerns about and safeguard biodiversity to realize the promising vision of Harmonious Coexistence Between Human Beings and Nature.
,require,"Mengniu implements three- level control of product recalls according to the degree of harm and urgency of unsafe products and ensures rapid response, in addition to clearly defining the recall initiation process, information transmission, recall implementation process and subsequent analysis and improvement requirements, as well as to require written reports to be formed daily for Level 1 recalls, at least every 5 working days for Level 2 recalls and at least every 10 working days for Level 3 recalls."
,hope,"Through this innovation, we hope to find a unique solution to the social problem of recycling plastic waste and at the same time, we can further disseminate the relevant knowledge of the sustainable use of waste plastics, and enhance public awareness of environmental protection."
,seek,"Honours and Recognitions The case of food waste reduction was selected as a Classic Demonstration of Carbon Neutrality in 2021 in the 2nd Green Economy Development Forum jointly held by People's Daily Online, All- China Environmental Federation and the Center for Environmental Education and Communications of Ministry of Ecology and Environment; Selected as Classic Demonstration of Carbon Neutrality in 2021 GOAL- Green Operation and Life We seek to integrate sustainability into corporate operations and employees' daily life."
,determined,"Despite such increase, Mengniu Group is determined to continuously innovate and advance new energy- saving and consumption- reducing processes, and strictly controls greenhouse gas emissions during the trial operation of new plants to reduce the impact of carbon dioxide emissions from production capacity."
,claim,"Produc ts offered, shipped or sold by the certificate holder can only be cons idered covered by the scope of this certificate when the requ ired FSC claim is clearly stated o n invoices and s hipping docu ments."
,claim,"Products offered, shipped or sold by the certific ate holder can only be considered covered by the scope of this certificate when t he required FSC claim is clearly stated on in voices and shipp ing documents."
,find,"Through this innovation, we hope to find a unique solution to the social problem of recycling plastic waste and at the same time, we can further disseminate the relevant knowledge of the sustainable use of waste plastics, and enhance public awareness of environmental protection."
,feel,"During the Mid- Autumn Festival and the Spring Festival, the labor union of the Group sent fruits, supplies, and holiday blessings and greetings to retired veteran cadres, so that retired veteran cadres could also feel the care and warmth from the Mengniu family during traditional festivals."
,feel,"Holiday CareDuring the Spring Festival, Mid- Autumn Festival, Erdai's Day, Women's Day and Children's Day, we care for all employees in an inclusive and full- coverage manner, so that all Mengniu family members can feel the care and warmth from the Company during the holidays."
,verify,"Water balance map of Mengniu The water balance map is kept optimizing by labeling key water consumption areas, developing regional objectives and conducting day- to- day management through red- green comparison, and improvement measures are taken to improve and verify with the table of analysis for areas beyond the scope to form a complete and sustainable close- loop management."
,verify,"Supplier Admission According to the primary screening criteria and 120 assessment criteria, implement on- site assessments to verify whether it meets the access requirements."
,commit,"Adhering to the principle of Promsing a Healthier World, we commit to establish environmentally friendly green production systems and promise to achieve carbon neutrality in the whole industrial chain in 2050."
