IsStance,marker,sentence
,committed,Bellamy's of Mengniu is committed to social welfare activities.
,committed,"Adhering to the concept of Promising a Healthier World, Mengniu is committed to establishing an environmentally friendly production system, and promise to achieve carbon neutrality across the entire industry chain by 2050."
,committed,"Mengniu is committed to continuously innovating and promoting new technologies and methods for energy saving and consumption reduction, adjusting the energy consumption structure and increasing the proportion of renewable energy use."
,committed,"Mengniu is committed to using more recycled materials and promoting the recycling of packaging to realize the conversion of packaging waste into recycled resources, thus reducing the environmental pollution caused by packaging."
,committed,Ecosystem- Collaborative & Accountable Mengniu is committed to practicing the concept of sustainable development together with partners in the industry chain to create more social and environmental value while realizing commercial value.
,committed,"Members of the Working Group are committed to sourcing and using the sustainable sources of timber, palm oil, and other forest commodities."
,committed,"China Shengmu Awarded S Grade Farm China Shengmu, a subsidiary of Mengniu, highly values animal welfare and adopts a low-density, low-stress, high-quality feeding method and is committed to providing the most comfortable living environment for cattle."
,committed,"A r l a mL Nutrition- Supreme & Inclusive Mengniu is committed to providing consumers around the world with nutritious and delicious dairy products of excellent quality, and to bringing nutritious and healthy living to every family."
,committed,"Rock Plan Scene Quality 100 Training Starlight Plan General Public CourseAs a responsible company, Mengniu adheres to the core value of consumers are at the heart of all our decisions, actively protects the legal rights and interests of consumers, opens up consumer communication channels, reinforces the protection of consumer information security, carries out responsible marketing and is committed to providing better services and bringing better service experience to consumers."
,knowledge,"Mengniu disseminates compliance knowledge through various channels such as WeChat official accounts, DingTalk announcements, desktops, and road flags."
,knowledge,"Through the map of professional qualifications and experience, Mengniu has defined the knowledge, ability and key experience required for each professional position, providing clear career development goals and guidance for talents."
,knowledge,"Ankang Cup Labor Skills Competition In 2022, Mengniu launched the Ankang Cup knowledge competition with the theme of Implementing Safety Production and Safeguarding Enterprise Development, focusing on the requirements of the safety production, safety risk prevention and control, and system mechanism construction."
,knowledge,"The competition incorporated safety knowledge from 22 aspects, including dangerous operations, mechanical protection, fire and electricity, hazardous chemicals safety, and on-site traffic into the competition questions."
,knowledge,"Through themed speeches, quiz competitions, safety scene plays other forms of activities, employees were able to deeply learn and master safety knowledge, promoting innovative development in enterprise safety production and labor protection, while effectively creating a creating a safe and stable production environment for the Company."
,knowledge,"Regulation Training Management Training Technical Training Practice Training Law of the People's Republic of China on Prevention and Control of Occupational Diseases Popularization Week In close connection with the reality of occupational health management and the characteristics of occupational hazards, Mengniu carried out a series of publicity and education activities with the theme of all for the health of workers, popularized the knowledge of occupational disease prevention and control, and raised all employees' attention to attach importance to the occupational health of workers."
,knowledge,"With the mission vision of Nutrition Benefits All Life, Every Life Should Excel, the foundation focuses on nutrition empowerment, balanced development, environmental protection and other fields, and carries out charitable projects through knowledge research, systematic funding and public Advocacy."
,knowledge,"The project allowed children from all over the country to hike, travel, explore and plant trees in the Shengmu Ulan Buh Desert Base to experience desert management by themselves, learn practical desert knowledge and build awareness of desert protection."
,knowledge,"Light Fresh Milk Festival and Light Fresh Milk Shelf China Student Nutrition and Health Development Conference NiuBay Nutrition Academy In 2022, Mengniu created the NiuBay Nutrition Academy project, which focused on nutrition, health, probiotic knowledge, quality life and other topics."
,knowledge,"With the slogan Health Station for Nutritious New Generation, the campaign promoted traditional culture, popularized nutrition and health knowledge and strengthened scientific diet education to primary and secondary school students in the form of online and offline expert lectures."
,knowledge,Mengniu closely followed the industry policies related to intellectual property rights and conducted training on basic patent knowledge to reinforce employees' awareness of intellectual property protection.
,may,"Mengniu attaches great importance to the potential significant impacts that ESG risks and opportunities may have on the Company, continuously evaluates the possibility and extent of such risks and opportunities, and develops plans and measures to mitigate ESG risks associated with the business operations."
,may,"66 67 2022 Performance HighlightsMengniu GREEN Sustainable Development StrategyMessage from the CEO Statement of the Board Corporate Profile Corporate Culture Governance- SustainabilityAppendix Responsibility- Common ProsperityNutrition- Supreme & Inclusive Ecosystem- Collaborative & AccountableEnvironment- Carbon Net-Zero Climate Change Scenarios According to the business operations, Mengniu assessd the potential climate-related risks that the Company may face in the future based on the Shared Socioeconomic Pathways (SSP) adopted by the Intergovernmental Panel on Climate Change (IPCC)."
,may,"Category SSP 1 Scenario SSP 5 Scenario Natural ecology 8Warming By 2040, global mean temperature will be risen by 1. 6 C compared with the pre- industrial period (2. 0 C by 2100)By 2040, global mean temperature will be risen by 1. 7 compared with the pre- industrial period (5. 2 by 2100) Sea level By 2040, sea level will be increased by 0. 1 meters compared with the pre-industrial period (0. 4 meters by 2100)By 2040, sea level will be increased by 0. 1 meters compared with the pre-industrial period (0. 7 meters by 2100) Extreme climate The frequency and intensity of extreme climate will be increased to a certain degreeThe frequency and intensity of extreme climate will be increased significantly Socioeconomic environmentClimate policy Several countries, regions and economies will issue progressively tighter low-carbon related policies and regulations, make long- term net zero emissions or carbon neutrality target commitments, and manage global environmental issuesDue to the influence of energy structure, policy, economy and other factors, countries are climate policy and management of local environmental issues Energy technology changes Reduce the use of fossil fuels and shift to renewable energy sourcesRely on fossil fuels without actively pursue alternative energy sources Land utilization Establish strict regulations to prevent behavior that may affect the environment and ecologyFormulate moderate regulations to gradually reduce the rate of deforestation Dietary habits Dietary preference is on less meat type diet Meaty dietRisk Risk Description Risk Response Acute physical risk Extremely cold weather The energy consumption of maintaining a constant temperature increase during the operation of the factory The energy consumption of maintaining the constant temperature environment of animals increases The cost related to the loss and maintenance of gas supply pipeline facilities increases The operation risk of field station operators and outdoor workers increases Formulating prevention and control measures for safety and supply risks in winter under extremely cold conditions Typhoon Severe damage to power or water supply facilities for production, causing some factories' production lines and other operations to stop operatingThe construction cost increase as factories and pastures are designed to cope with strong wind Problems such as raw milk sourcing and production interruption occur in the supply chain, and the Company involves in supply interruption, compensation and legal liability Formulating a typhoon emergency relief plan Raising the flood control steps to improve the ability to resist natural disasters Extreme precipitation and flooding The risk of flooding of pastures and factories located in low-lying areas increases The physical impact of extreme precipitation on animals in raw milk supply chain affects raw milk production and quality Causing serious damage to the facilities of the enterprise Formulating emergency rescue plans for flood control and lightning protection Interconnected with the urban management information platform, greatly improving the timeliness of information acquisition Predicting and managing extreme precipitation events in advance, taking precaution measures, and relocating milk sources Extremely hot weather May affect the water and electricity consumption of production factories interference with normal production Increased heat stress reaction in cattles leads to limited raw milk production and affects milk production and quality The difficulty of keeping raw milk fresh increases in the process of transportation The possibility of food contamination and food-borne diseases increases The operating cost of ventilation, refrigeration and air conditioning in the field station increases The risk of field station operators and outdoor workers increases Financial impact According to calculations, in 2022, Mengniu invested approximately RMB600, 000 in the use and rental of generators due to the shortage of electricity caused by the dry weather."
,may,"In response to the high temperature weather, factories will adjust their production strategy and activate the generator to ensure the electricity supply Developing a heat stroke emergency response plan Providing an adequate water source for cattles Ensuring the availability of high-quality feed Using more cattle sheds and shading structures Chronic physical risk Sea level rise The risk of write-off and early retirement of existing assets located in high-risk coastal areas increases, and the migration of some residential, investment and commercial activitie to inland areas affects existing markets The location, planning and design of new projects need to consider the impact of sea level rise Continuously monitor the rising trend of sea level Climate warming Fresh milk samples with regional dry period have higher degree of contamination, which increases food safety hazard The risk of heat wave, drought, and fire increases Energy consumption of gas supply facilities in winter may reduce Forming a complete cold-chain transportation supply chain Increasing the frequency of maintenance and inspection of transportation facilities"
,may,"68 69 2022 Performance HighlightsMengniu GREEN Sustainable Development StrategyMessage from the CEO Statement of the Board Corporate Profile Corporate Culture Governance- SustainabilityAppendix Responsibility- Common ProsperityNutrition- Supreme & Inclusive Ecosystem- Collaborative & AccountableEnvironment- Carbon Net-Zero Risk Identification and Response of Transformation Risk for Mengniu Business Under SSP1 Scenario Under the low-emission scenario, global macro policies and climate-related policies are becoming stricter, and the trend of social transition to low carbon may bring potential policy restrictions to enterprises, affecting their operations and revenues."
,may,"In this context, Mengniu may face more challenges from the risks of transition."
,may,"If the Company does not take proper measures to conduct climate-related response appropriately, such as failing to timely identify legal requirements or failing to communicate with stakeholders on climate matters, may leads to the risk of damage to the Company's reputation The senior management of the Company attaches importance to the management and supervision related to climate change, and pays attention to the development of climate-related policy trends Incorporating the addressing climate change into the Company's GREEN strategy, implementing climate change response measures based on the Company's current situation, and planning future response strategies Disclosing climate-related information in accordance with the TCFD framework Strengthening communication with investors and consumersTransitional Opportunities to Address Climate Change We have carried out climate change opportunity identification and gradually planned corresponding impact assessment and response measures for the Company."
,may,"In case of unexpected situations that may lead to the escalation of the recall during the level 2 and 3 recalls, the responsible department head must immediately report to the Business Unit's food safety management team to carry out the relevant work efficiently."
,may,"P71-77 A4 Climate ChangeGeneral Disclosure Policies on identification and mitigation of significant climate-related issues which have impacted, and those which may impact, the issuer."
,may,"P56 A4. 1 Description of the significant climate-related issues which have impacted, and those which may impact, the issuer, and the actions taken to manage them."
,interests,Mengniu actively responds to the concerns of stakeholders and effectively protects the rights and interests of shareholders.
,interests,"Performance HighlightsMengniu GREEN Sustainable Development StrategyMessage from the CEO Statement of the Board Corporate Profile Corporate Culture Appendix Responsibility- Common ProsperityEnvironment- Carbon Net-ZeroNutrition- Supreme & Inclusive Ecosystem- Collaborative & AccountableGovernance- Sustainability ESG Governance Mengniu strictly adheres to the requirements of relevant national laws and regulations such as the Company Law of the People's Republic of China and the Rules Governing the Listing of Securities on the Stock Exchange of Hong Kong Limited, and continuously optimizes the Company's governance structure in combination with the Company's development situation, in order to improve the level of governance and optimize corporate operations, and protect the interests of all shareholders."
,interests,"Board Diversity Mengniu believes that board diversity helps enhance its effectiveness, promote the long-term development of the Company and effectively safeguard the rights and interests of shareholders."
,interests,"34 35 2022 Performance HighlightsMengniu GREEN Sustainable Development StrategyMessage from the CEO Statement of the Board Corporate Profile Corporate Culture Governance- SustainabilityAppendix Environment- Carbon Net-ZeroNutrition- Supreme & Inclusive Ecosystem- Collaborative & AccountableResponsibility- Common Prosperity Adhering to the development strategy of people-oriented, Mengniu is committed to creating an equal and inclusive workplace environment, protecting the rights and interests of employees, perfecting the compensation and benefits system, establishing a broad talent development platform, providing a healthy and comfortable working environment, and continuously enhancing the happiness and sense of the belonging of employees."
,interests,"At the same time, Mengniu places great importance on the interests and happiness of its employees and their families, continuously providing humanistic care and creating a strong corporate culture of caring for employees."
,interests,"The meeting explained and clarified the draft of the Mengniu Group 2022 Special Collective Agreement on Salary, discussed the salary and welfare related systems, further safeguarded the legitimate rights and interests of both the enterprise and the employees, and played a positive role in building a harmonious and stable labor relationship."
,interests,"Responsibility- Common Prosperity In 2022, Mengniu held the 7th Employee and Trade Union Representative Conference, which deliberated and passed 14 regulations related to employees' interests, awarded the advanced collectives and excellent individuals in the trade union work, and comprehensively launched the mass organization work systems of the Mengniu Happiness Seven-heart Project, aiming to build a happy home of Mengniu and to gather the wisdom and strength of the employees to promote the high-quality development of the enterprise."
,interests,"Rock Plan Scene Quality 100 Training Starlight Plan General Public CourseAs a responsible company, Mengniu adheres to the core value of consumers are at the heart of all our decisions, actively protects the legal rights and interests of consumers, opens up consumer communication channels, reinforces the protection of consumer information security, carries out responsible marketing and is committed to providing better services and bringing better service experience to consumers."
,interests,"Consumer Services Mengniu continuously enhances the protection of consumers' rights and interests, while improving its service and product quality while."
,interests,P31 B8 Community InvestmentGeneral Disclosure Policies on community engagement to understand the needs of the communities where the issuer operates and to ensure its activities take into consideration the communities' interests.
,important,"This year, in response to important ESG topics such as low-carbon development and responsible procurement, the Company established an cross-function task force to regularly report progress to the Sustainable Development Committee."
,important,"The Sustainable Development Committee participates in the evaluation of the identification results of important ESG topics, regularly reviews the GREEN Sustainable Development Strategy of Mengniu, and guides the undertaking of the GREEN strategy and the Company's 9 8"
,important,"The Company sorted out key business areas and key management modules from the three perspectives that are strategy, operation and support, combined with the principle of key control important risks effective coverage, coordinated planning of key work, and carried out audit supervision."
,important,"The Risk Management Department is a daily operational agency specially established by the Risk Management Committee, which regularly reports to the Board on the control of important risks and the effectiveness of the operation of the risk management system, and accepts the work review and supervision of the Audit Committee."
,important,The incentive mechanism takes performance as the important guide.
,important,"On the one hand, we focus on key risk prevention and control, including online approval and control before, during, and after hazardous operations, full-cycle safety risk management for contractors, typical risk review of electrical circuits and important risk prevention and control measures for extreme weather conditions."
,important,"In the construction phase of the Green Future Dairy Industry Chain Demonstration Base, the Company gave priority to absorbing local rural labor, solving nearly 2, 000 people's employment, and becoming an important force to drive industrial revitalization of the countryside."
,important,Capacity utilization has a crucial impact on the e ciency of energy use in production activities and is an important measure to reduce production-related carbon emissions.
,important,"Multi-level utilization of surplus energy is of great signi cance for energy saving and emission reduction in our production, and is an important part for us to implement re ned energy management."
,important,"Scope 3 GHG Management Mengniu pays close attention to the environmental impacts of the value chain, incorporates the value chain carbon reduction into its dual-carbon strategy, leads the important components such as the pasture end and product end of the value chain to explore low-carbon development together."
,important,"Our LEED Gold Certification for green building is the first of its kind in the domestic dairy industry, and has become an important milestone for Mengniu's in green and low-carbon development, marking that Mengniu has outstanding and excellent performance in terms of energy saving, water saving, reducing carbon dioxide emissions, improving indoor living quality and materials in the design and construction."
,important,"Carbon pricing The government charges fees to carbon emitters, transfers the environmental impacts (i. e., external costs to the environment and society) caused by the emissions to the emitters and encourages them to change their business activities to reduce carbon emissions Implementing a corporate carbon-related asset management control mechanism Shifting energy use to low-emission sources Promoting comprehensive energy solutions Environmental information disclosure As climate change intensifies, measures such as carbon trading, carbon taxes, and environmental protection taxes will be implemented, and regulatory authorities will have higher requirements for the accuracy of environmental data reported by enterprises Disclosing energy consumption, carbon emissions and other data in a high-quality and transparent manner according to the rules and reporting guidelines of the regulatory agency Technology Risks in technological aspect The government generally encourages technological improvements or innovations in transitioning to a low- carbon, high-efficiency economic system, which could have a significant impact on our businesses Financial impact According to our calculation, Mengniu invested more than RMB 15 million in energy-saving facilities in 2022, mainly for energy-saving mechanical and electrical equipment upgrading, water treatment scale inhibition technological upgrading, energy consumption online monitoring, waste heat recovery, steam pipeline upgrading, etc Making active use of emerging technologies such as renewable energy, battery storage, and carbon capture and storage Reducing the carbon footprint of products Increasing green labels Market Customer preference shift Consumers are becoming more conscious of environmental protection, the low-carbon and environmental protection attributes of products become increasingly important criteria for consumption Implementing a diversified product strategy to provide more products with labels such as natural, organic and locally produced Providing environmentally conscious products that can be understood by consumers Reputation Failure to respond to the concerns of relevant parties More and more stakeholders are concerned about the climate response performance of listed companies, including but not limited to regulatory authorities, shareholders, partners, customers, the public, etc."
,important,Waste and Wastewater Management Mengniu regards waste and wastewater management as an important environmental action and follows various environment- related regulatory requirements.
,important,80 81 2022 Performance HighlightsMengniu GREEN Sustainable Development StrategyMessage from the CEO Statement of the Board Corporate Profile Corporate Culture Governance- SustainabilityAppendix Responsibility- Common ProsperityNutrition- Supreme & Inclusive Ecosystem- Collaborative & AccountableEnvironment- Carbon Net-Zero Recycling Packaging recycling is an important issue for Mengniu and even all the consumer goods companies in practicing environmental protection.
,important,Performance HighlightsMengniu GREEN Sustainable Development StrategyMessage from the CEO Statement of the Board Corporate Profile Corporate Culture Governance- SustainabilityAppendix Responsibility- Common ProsperityEnvironment- Carbon Net-ZeroNutrition- Supreme & Inclusive Ecosystem- Collaborative & Accountable Resourceful Utilization of Manure Mengniu considers promoting the resourceful use of manure on pastures as an important part of our efforts to achieve regenerative agriculture.
,important,Performance HighlightsMengniu GREEN Sustainable Development StrategyMessage from the CEO Statement of the Board Corporate Profile Corporate Culture Governance- SustainabilityAppendix Responsibility- Common ProsperityEnvironment- Carbon Net-ZeroNutrition- Supreme & Inclusive Ecosystem- Collaborative & Accountable Biodiversity conservation is an important part of Mengniu's practice of sustainable development.
,important,"Mengniu actively followed up on the revision of important regulations such as the Dairy Product Production License Review Rules, provided feedback to enterprises and the industry, and participated in the preparation of the Dairy Nutrition Standard System Planning Report for the construction project of the standard system for high-quality development in Inner Mongolia Autonomous Region."
,good,"Under the Governance-Sustainability pillar of the GREEN strategy, Mengniu has set three topics of ESG governance, risk management and business ethics, to continuously improve board governance effectiveness, optimize ESG performance assessment methods, consolidate the Group risk management system, enhance the business ethics management standards, and actively create a good internal and external governance environment."
,good,"Mengniu held the 4th Season Happiness Party, with the participation of nearly 600 young employees, effectively building a good communication channel among young employees."
,good,Employee Relief Provides optional medical examinations and commercial insurance packages for employees and their families to ensure that every employee can work in good health and peace of mind.
,good,The organization uses and promotes frameworks for sustainable water use and certifies and rewards good water management performance.
,good,"The PETG label is easier to be peeled off from the HDPE bottle, which is good for recycling."
,good,"Guided by the GREEN strategy, the three issues including nutrition and health, excellent quality and good services are set to cater for the various health needs, to continuously guarantee the improvement of product quality and lead a better life."
,shall,"In case of inconsistency, please refer to the simplified Chinese version as it shall prevail."
,shall,"The discipline inspection departments of the Group, the divisions and the Sharing and Holding Companies shall assign special personnel to handle letters and visits, which shall be handled at different levels according to the management authority; the non-discipline inspection departments and personnel shall deliver the letters and visits to the discipline inspection department of the Group for unified handling."
,shall,"Mengniu stipulates that no department or individual of the Company shall obstruct or suppress the whistleblower's report or suppress the reporting materials under any pretext, in order to ensure the smoothness of the reporting channel and the safety of the whistleblower."
,shall,"In addition, according to the Mengniu Dairy Quality Management System for Purchasing Materials, we have put forward an explicit requirement that all suppliers of raw material and auxiliary materials shall have at least one quality management system certification, including but not limited to ISO 9001, ISO 22000, FSSC 22000, and BRCGS."
,shall,"ESG Risk Response In the risk response process, we conduct risk response analysis to clarify the coping strategies for major risks, and the department or personnel assuming the main responsibility for such major risks shall develop response plans."
,shall,The Company clearly stipulates that each department shall immediately stop selling and initiate recalls of relevant unsafe products after being informed that the products are unsafe.
,shall,"Level 1 recalls shall be initiated within 24 hours, with a written report formed daily and completed within 10 working days; level 2 recalls shall be initiated within 48 hours, with a written report formed at least every 5 working days and completed within 20 working days; level 3 recalls shall be initiated within 72 hours, with a written report formed at least every 10 working days and completed within 30 working days."
,dedicated,"Sedex (Supplier Ethical Data Exchange platform) It is a responsible business platform with global authority and is dedicated to enhancing the responsible and sustainable development of global supply chains and promoting the coordinated and balanced development of the commercial, social and environmental performance of supply chains."
,should,"In 2025, the GHG emission intensity of a single ton of dairy products should be within 165kg CO2e t. 2030-2050 With the target of carbon neutrality, Mengniu maintains the GHG emission reduction measures and achievements in scope 1 and 2, and promotes comprehensive GHG emission reduction in scope 3."
,should,"In 2030, the absolute value of the scope 1 and 2 GHG emissions reaches the peak, and the GHG emission intensity of a single ton of dairy products should be within 160kgCO2e t. Phase IIIPhase II 2025-2030"
,should,"In 2025, the GHG emission intensity of a single ton of dairy products should be within 165kg CO2e t. Phase I In 2030, the absolute value of the scope 1 and 2 GHG emissions reaches the peak, and the GHG emission intensity of a single ton of dairy products should be within 160kg CO2e t. Phase II We continuously promote 15 key measures."
,should,"P8-9 Reporting Principles- A description of, or an explanation on, the application of the following Reporting Principles in the preparation of the ESG report Materiality The ESG report should disclose (i) the process to identify and the criteria for the selection of material ESG factors; (ii) if a stakeholder engagement is conducted, a description of significant stakeholders identified, and the process and results of the issuer's stakeholder engagement."
,should,"Quantitative Information on the standards, methodologies, assumptions and or calculation tools used, and source of conversion factors used, for the reporting of emissions energy consumption (where applicable) should be disclosed."
,should,"Consistency The issuer should disclose in the ESG report any changes to the methods or KPIs used, or any other relevant factors affecting a meaningful comparison."
,establish,"Risk Management Carried out internal risk management empowerment training, and simultaneously conducted risk control management empowerment training for holding companies to establish an effective safeguard mechanism."
,establish,"At the same time, we offer more opportunities for career advancement to the participants of our management trainee program, also known as future star, and establish a promotion strategy for them to encourage their growth."
,establish,Employee Communication Mengniu hopes to establish harmonious employee relationship and effectively avoid and timely resolve the conflicts arising in the process of employment.
,establish,"Therefore, Mengniu has helped employees establish smooth communication channels to resolve disputes through collective negotiation, Workers' Representative Congress, and labor dispute coordination committees, etc."
,establish,"The Company has paid attention to carbon emissions in the logistics transportation process, gradually upgraded logistics vehicles to electric vehicles, replaced fossil fuels with biomass fuels and optimized the structure of transportation logistics to establish a more efficient and low-carbon logistics system."
,establish,"Quality audit In the process of cooperation, we establish annual supplier audit plan and carry out quality inspection based on the quality risk level of suppliers."
,establish,"Pastures are required to establish a comprehensive list of veteri- nary drugs moved in and out of storage, to store veterinary drugs by category, and assign dedicat- ed roles to manage them."
,establish,"We encouraged suppliers to establish a base22 management system covering environmental factors, regularly monitor and investigate the quality of soil, water and air, periodically monitor the quality of base raw materials and routinely summarize and evaluate the status and results of base management."
,establish,"The Company formulated the Personal Information Protection Compliance Management Regulations, Personal Information Protection Compliance Guidebook, APP Mini Program Personal Information Protection Compliance Operation Guidelines, IT Account Management System and other systems and management methods to strengthen the standardization of the full life cycle management of the group's data of all area, establish a prior review mechanism for personal information protection assessment, conduct personal information protection compliance risk assessment before the project is launched for projects involving consumer privacy protection, focusing on key management requirements for data compliance, embedding compliance review points into the contract review management mechanism to strengthen personal information protection."
,establish,"In the future, Mengniu will continue to establish an information security management system as the basis and build a management platform focusing on channel online, consumer online, supply chain online and management online."
,aim,"RSPO (Roundtable of Sustainable Palm Oil) It is an international organization consisting of palm oil producers, traders, consumers and environmental protection organizations, with the aim of maintaining the sustainability of palm tree (oil palm) cultivation, processing and trade links, and progressively achieving the sustainable development of palm oil products."
,could,"40 41 2022 Performance HighlightsMengniu GREEN Sustainable Development StrategyMessage from the CEO Statement of the Board Corporate Profile Corporate Culture Governance- SustainabilityAppendix Environment- Carbon Net-ZeroNutrition- Supreme & Inclusive Ecosystem- Collaborative & Accountable5 Activities Mengniu carried out Spring Festival caring activities for more than 40, 000 employees, with a fund of more than RMB 5. 60 million in total, so that all employees could really feel the Company's care."
,could,"Risk Identification and Response of Entity Risk for Mengniu Business Under SSP5 Scenario Under the SSP5 scenario, greenhouse gas emissions prior to 2100 will remain at a high level, which could potentially exacerbate extreme weather events."
,could,"Carbon pricing The government charges fees to carbon emitters, transfers the environmental impacts (i. e., external costs to the environment and society) caused by the emissions to the emitters and encourages them to change their business activities to reduce carbon emissions Implementing a corporate carbon-related asset management control mechanism Shifting energy use to low-emission sources Promoting comprehensive energy solutions Environmental information disclosure As climate change intensifies, measures such as carbon trading, carbon taxes, and environmental protection taxes will be implemented, and regulatory authorities will have higher requirements for the accuracy of environmental data reported by enterprises Disclosing energy consumption, carbon emissions and other data in a high-quality and transparent manner according to the rules and reporting guidelines of the regulatory agency Technology Risks in technological aspect The government generally encourages technological improvements or innovations in transitioning to a low- carbon, high-efficiency economic system, which could have a significant impact on our businesses Financial impact According to our calculation, Mengniu invested more than RMB 15 million in energy-saving facilities in 2022, mainly for energy-saving mechanical and electrical equipment upgrading, water treatment scale inhibition technological upgrading, energy consumption online monitoring, waste heat recovery, steam pipeline upgrading, etc Making active use of emerging technologies such as renewable energy, battery storage, and carbon capture and storage Reducing the carbon footprint of products Increasing green labels Market Customer preference shift Consumers are becoming more conscious of environmental protection, the low-carbon and environmental protection attributes of products become increasingly important criteria for consumption Implementing a diversified product strategy to provide more products with labels such as natural, organic and locally produced Providing environmentally conscious products that can be understood by consumers Reputation Failure to respond to the concerns of relevant parties More and more stakeholders are concerned about the climate response performance of listed companies, including but not limited to regulatory authorities, shareholders, partners, customers, the public, etc."
,understand,"Identi cation of Material TopicsThrough communication interviews, questionnaires and other forms, we can better understand the key concerns of stakeholders."
,understand,"In addition, Mengniu regularly carries out activities such as employee representative inspection, employee thought survey, employee symposium, employee mailbox, employee hotline, and President and Secretary Reception Day to listen to the employees' voices, understand their difficulties, and sincerely solve the employees' urgent problems."
,understand,P31 B8 Community InvestmentGeneral Disclosure Policies on community engagement to understand the needs of the communities where the issuer operates and to ensure its activities take into consideration the communities' interests.
,fundamental,"From the perspective of the dairy industry, we perceive two fundamental sustainability issues."
,fundamental,"106 107 2022 Performance HighlightsMengniu GREEN Sustainable Development StrategyMessage from the CEO Statement of the Board Corporate Profile Corporate Culture Governance- SustainabilityAppendix Responsibility- Common ProsperityEnvironment- Carbon Net-Zero Ecosystem- Collaborative & AccountableNutrition- Supreme & Inclusive Nutrition Education Nutrition education is the most fundamental, economical and effective strategy and measure to solve public nutrition and health problems."
,positive,"The meeting explained and clarified the draft of the Mengniu Group 2022 Special Collective Agreement on Salary, discussed the salary and welfare related systems, further safeguarded the legitimate rights and interests of both the enterprise and the employees, and played a positive role in building a harmonious and stable labor relationship."
,positive,"In the meantime, the Company applies to be awarded safety culture model enterprises and standardized safety teams to build up a safe production defense line of the Company and to form a positive cycle of mutual promotion and joint protection between the Company and the employees."
,positive,Mengniu Biodiversity Conservation Strategy Five actions To implement ecological conservation and preservation of milk source areasTo practice environment-friendly green production To promote the whole industrial chain to move towards carbon neutralityTo develop sustainable planting and breeding To reach a consensus on biodiversity among relevant partiesThree methods Striving to reduce threats to biodiversitySustainably using biodiversity resourcesBuilding consensus on biodiversityOne vision From the Nature For the Future Eight commitments Take positive actions to promote ecosystem restoration of cooperative farms.
,patent,"No smoke Blue Sky Factory The Maanshan Factory of Mengniu Chilled Product Business Unit launched the Waste Heat to Treasure-Creating a 'No Smoke' Blue Sky Factory Project, pioneered the waste heat recovery technology and obtained national patent authorization."
,patent,Mengniu closely followed the industry policies related to intellectual property rights and conducted training on basic patent knowledge to reinforce employees' awareness of intellectual property protection.
,must,Performance HighlightsMengniu GREEN Sustainable Development StrategyMessage from the CEO Statement of the Board Corporate Profile Corporate Culture Governance- SustainabilityAppendix Responsibility- Common ProsperityEnvironment- Carbon Net-ZeroNutrition- Supreme & Inclusive Ecosystem- Collaborative & Accountable Veterinary Drug Management Training and Empowerment Five Measures for Veterinary Medicine Management All veterinary drugs purchased must be compliant veterinary drugs and subject to registration before being put in storage.
,must,"Dosed cattle must be marked di erently and quarantined separately, and the withdrawal period for milk must be practiced in strict accordance with the instructions for veterinary drugs, and testing for veterinary drug residues must be carried out at the end of the withdrawal period."
,must,The Standards are the basic requirements that must be met by the Company's nutrition and health products and are applied to specific product quality standards as the basis for daily product release.
,must,"In case of unexpected situations that may lead to the escalation of the recall during the level 2 and 3 recalls, the responsible department head must immediately report to the Business Unit's food safety management team to carry out the relevant work efficiently."
,clear,SDGs We Focused in this Section Risk Management Business Ethics ESG GovernanceHighlights in 2022 ESG Governance Established clear 2025 targets and specific initiatives for 15 issues under the framework of the GREEN Sustainable Development Strategy.
,clear,"Talent Development Mengniu has established an all-round talent training system, formulated career development plans for employees, established clear career development paths, and continuously created and optimized a management system covering the entire life cycle of talent development."
,clear,"Through the map of professional qualifications and experience, Mengniu has defined the knowledge, ability and key experience required for each professional position, providing clear career development goals and guidance for talents."
,clear,"Mengniu formulated the Review Rules for Milk Supplier Access to integrate environmental protection requirements into the whole life cycle management process of pastures, including pasture certification, selection, audit, performance management and feed selection and make clear of the requirements."
,necessary,"Compared with other food packaging, dairy packaging requires more effective light insulation, heat insulation, impact resistance, microbial invasion resistance, aseptic filling and other necessary functions."
,possible,"After the disaster, Mengniu immediately took relief actions and donated RMB 10 million to the earthquake-stricken area to fully support the earthquake relief work and help the affected area to restore as soon as possible."
,need,"In response to the high temperature weather, factories will adjust their production strategy and activate the generator to ensure the electricity supply Developing a heat stroke emergency response plan Providing an adequate water source for cattles Ensuring the availability of high-quality feed Using more cattle sheds and shading structures Chronic physical risk Sea level rise The risk of write-off and early retirement of existing assets located in high-risk coastal areas increases, and the migration of some residential, investment and commercial activitie to inland areas affects existing markets The location, planning and design of new projects need to consider the impact of sea level rise Continuously monitor the rising trend of sea level Climate warming Fresh milk samples with regional dry period have higher degree of contamination, which increases food safety hazard The risk of heat wave, drought, and fire increases Energy consumption of gas supply facilities in winter may reduce Forming a complete cold-chain transportation supply chain Increasing the frequency of maintenance and inspection of transportation facilities"
,need,"Source of energy According to the International Energy Agency (IEA), in order to achieve global emission reduction targets, countries need to transition their primary energy sources to lower-emission renewable sources such as wind energy, solar energy, hydropower, geothermal energy and biofuels, etc."
